,Text1,Text2,Class
1826,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in at least 3 hours.,Conflict
1827,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in no more than 3 hours.,Conflict
1828,The UAV shall charge to 50 % in less than 3 hours.,The UAV shall fully charge in less than 4 hours.,Conflict
1829,The UAV shall charge to 50 % in less than 3 hours.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field. ,Neutral
1830,The UAV shall charge to 50 % in less than 3 hours.,"The UAV shall send real-time altitude-above-deck information to the Pilot to facilitate landing, take off, and object avoidance.",Neutral
1831,The UAV shall charge to 50 % in less than 3 hours.,"The UAV shall send the Pilot the power and estimated flight time remaining, at no more than 30-second intervals.",Neutral
1832,The UAV shall charge to 50 % in less than 3 hours.,"The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Neutral
1833,The UAV shall charge to 50 % in less than 3 hours.,The Aviary battery shall remain charged up to 120 minutes in the air. ,Neutral
1834,The UAV shall charge to 50 % in less than 3 hours.,The aircraft shall be known as the anybird.,Neutral
1835,The UAV shall charge to 50 % in less than 3 hours.,"Communication among the flight, operations elements, and platform shall not be secure for hacking and eavesdropping.",Neutral
1836,The UAV shall charge to 50 % in less than 3 hours.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of low to moderate winds.",Neutral
1837,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible at least 100m in daylight and 25m at night.,Conflict
1838,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,Conflict
1839,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to a minimum of 100m in daytime light and 25m at night.,Conflict
1840,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,Conflict
1841,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,Conflict
1842,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,Conflict
1843,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV must be visible to observers at a range of at least 100 meters during the day and 50 meters at night.,Conflict
1844,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 100m in daylight and 25m at day. ,Conflict
1845,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 100m during the day and 25m during nightime. ,Conflict
1846,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 150m in daylight and 25m at night.,Conflict
1847,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 328.084ft in daylight and 82.021ft at night.,Conflict
1848,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Conflict
1849,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV has to be visible to observers to at least 100m during the day and 25m at night.,Conflict
1850,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 25m in daylight and 100m at night.,Conflict
1851,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to outside observers from at least 100m distance in daylight and 25m distance at night.,Conflict
1852,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be visible to observers to at least 150m in daylight and 37m at night.,Conflict
1853,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,A single adult shall be able to lift and carry the UAV with the help of crane.,Neutral
1854,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV's direction of flight shall be independent of its yaw (vertical rotational orientation).,Neutral
1855,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall be able to simultaneously transmit video feed to the Pilot or up to 2 separate UAV Viewer devices.,Neutral
1856,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,Remote surveillance should support a mission of up to 2 hours without a recharge,Neutral
1857,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall land automatically when Pilot communication is lost and the estimated power remaining is less than 5 watts.,Neutral
1858,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,Remote surveillance supports up to 2 hours without a recharge,Neutral
1859,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall detect instances of Pilot communication loss and both wait for communication to resume and attempt to hover in position until communication is reestablished.,Neutral
1860,The UAV shall be visible to observers to at least 100 km in daylight and 25 km at night.,The UAV shall send the Pilot real-time information about any problems that occur during mission.,Neutral
1861,"The UAV shall support a stealth mode in which it emits no sound during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it turns off light during flight, which may be enabled or disabled from the Pilot control.",Conflict
