Text1,Text2,Class
The UAV video feed shall have 1080p resolution and frame rate.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by no less than 4 independent operations personnel.,Neural
The UAV video feed shall have 1080p resolution and frame rate.,The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Neural
The UAV video feed shall have 1080p resolution and frame rate.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Neural
The UAV video feed shall have 1080p resolution and frame rate.,The UAV shall only accept commands from an authenticated Pilot controller.,Neural
The UAV video feed shall have 1080p resolution and frame rate.,The Pilot can communicate with the UAV using a custom communications network that can establish communication within a 50-mile radius of the pilot station.,Neural
The UAV video feed shall have 1080p resolution and frame rate.,"The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Neural
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be clear for slow and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall exclude motion artifacts for fast and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for elements up to a moderate speed in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV video feed shall be free of motion artifacts in the medium speed elements of the field of view.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall contain motion artifacts for fast and moderate speed elements in its visual field. ,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field. ,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and high speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV audio feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed has to be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall have no motion artifacts for slow and moderate speed elements in its visual field.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,The UAV visual feed shall be free of motion artifacts for elements in its visual field that move at no more than 44 feet per second.,Conflict
The UAV visual feed shall be free of any noise in its visual field.,"The UAV shall send altitude-above-floor information, with no more than 3-second delay, to the Pilot to facilitate landing, take off and object avoidance.",Neural
